supplier_code,supplier_name,country_code,city,payment_terms,vat_number,active
SUP000427,Supplier 000427,AT,Vienna,14,AT100000427,True
SUP000428,Supplier 000428,CZ,Brno,60,CZ100000428,True
SUP000429,Supplier 000429,CZ,Ostrava,45,CZ100000429,True
SUP000430,Supplier 000430,CZ,Prague,14,CZ100000430,True
SUP000431,Supplier 000431,DE,Berlin,14,DE100000431,True
SUP000432,Supplier 000432,DE,Munich,45,DE100000432,True
SUP000433,Supplier 000433,DE,Berlin,60,DE100000433,True
SUP000434,Supplier 000434,CZ,Ostrava,30,CZ100000434,True
SUP000435,Supplier 000435,AT,Vienna,30,AT100000435,True
SUP000436,Supplier 000436,CZ,Ostrava,30,CZ100000436,True
SUP000437,Supplier 000437,CZ,Brno,60,CZ100000437,True
SUP000438,Supplier 000438,SK,Bratislava,60,SK100000438,True
SUP000439,Supplier 000439,CZ,Ostrava,30,CZ100000439,True
SUP000440,Supplier 000440,PL,Warsaw,45,PL100000440,True
SUP000441,Supplier 000441,PL,Warsaw,45,PL100000441,True
SUP000442,Supplier 000442,CZ,Prague,60,CZ100000442,True
SUP000443,Supplier 000443,DE,Munich,30,DE100000443,True
SUP000444,Supplier 000444,CZ,Brno,60,CZ100000444,True
SUP000445,Supplier 000445,DE,Berlin,45,DE100000445,True
SUP000446,Supplier 000446,AT,Vienna,45,AT100000446,True
SUP000447,Supplier 000447,PL,Warsaw,45,PL100000447,True
SUP000448,Supplier 000448,SK,Bratislava,60,SK100000448,True
SUP000449,Supplier 000449,PL,Warsaw,14,PL100000449,True
SUP000450,Supplier 000450,SK,Bratislava,60,SK100000450,True
SUP000451,Supplier 000451,DE,Berlin,45,DE100000451,True
SUP000452,Supplier 000452,DE,Munich,14,DE100000452,True
SUP000453,Supplier 000453,AT,Vienna,45,AT100000453,True
SUP000454,Supplier 000454,CZ,Prague,14,CZ100000454,True
SUP000455,Supplier 000455,PL,Warsaw,45,PL100000455,True
SUP000456,Supplier 000456,SK,Bratislava,45,SK100000456,True
SUP000457,Supplier 000457,SK,Bratislava,30,SK100000457,True
SUP000458,Supplier 000458,DE,Munich,30,DE100000458,True
SUP000459,Supplier 000459,CZ,Brno,14,CZ100000459,True
SUP000460,Supplier 000460,DE,Munich,60,DE100000460,True
SUP000461,Supplier 000461,CZ,Prague,45,CZ100000461,True
SUP000462,Supplier 000462,CZ,Ostrava,14,CZ100000462,True
SUP000463,Supplier 000463,DE,Munich,45,DE100000463,True
SUP000464,Supplier 000464,AT,Vienna,30,AT100000464,True
SUP000465,Supplier 000465,SK,Bratislava,30,SK100000465,True
SUP000466,Supplier 000466,DE,Berlin,45,DE100000466,True
SUP000467,Supplier 000467,CZ,Ostrava,45,CZ100000467,True
SUP000468,Supplier 000468,PL,Warsaw,45,PL100000468,True
SUP000469,Supplier 000469,DE,Berlin,14,DE100000469,True
SUP000470,Supplier 000470,PL,Warsaw,14,PL100000470,True
SUP000471,Supplier 000471,CZ,Ostrava,30,CZ100000471,True
SUP000472,Supplier 000472,AT,Vienna,45,AT100000472,True
SUP000473,Supplier 000473,CZ,Brno,60,CZ100000473,True
SUP000474,Supplier 000474,CZ,Prague,45,CZ100000474,True
SUP000475,Supplier 000475,CZ,Brno,60,CZ100000475,True
SUP000476,Supplier 000476,DE,Berlin,45,DE100000476,True
SUP000477,Supplier 000477,AT,Vienna,45,AT100000477,True
SUP000478,Supplier 000478,CZ,Brno,30,CZ100000478,True
SUP000479,Supplier 000479,PL,Warsaw,14,PL100000479,True
SUP000480,Supplier 000480,DE,Berlin,30,DE100000480,True
SUP000481,Supplier 000481,CZ,Brno,60,CZ100000481,True
SUP000482,Supplier 000482,DE,Munich,60,DE100000482,True
SUP000483,Supplier 000483,CZ,Brno,30,CZ100000483,True
SUP000484,Supplier 000484,CZ,Prague,14,CZ100000484,True
SUP000485,Supplier 000485,DE,Munich,60,DE100000485,True
SUP000486,Supplier 000486,CZ,Brno,14,CZ100000486,True
SUP000487,Supplier 000487,SK,Bratislava,30,SK100000487,True
SUP000488,Supplier 000488,AT,Vienna,60,AT100000488,True
SUP000489,Supplier 000489,DE,Berlin,60,DE100000489,True
SUP000490,Supplier 000490,CZ,Ostrava,60,CZ100000490,True
SUP000491,Supplier 000491,CZ,Brno,60,CZ100000491,True
SUP000492,Supplier 000492,AT,Vienna,45,AT100000492,True
SUP000493,Supplier 000493,CZ,Prague,45,CZ100000493,True
SUP000494,Supplier 000494,SK,Bratislava,60,SK100000494,True
SUP000495,Supplier 000495,PL,Warsaw,30,PL100000495,True
SUP000496,Supplier 000496,DE,Berlin,14,DE100000496,True
SUP000497,Supplier 000497,DE,Berlin,45,DE100000497,True
SUP000498,Supplier 000498,CZ,Prague,60,CZ100000498,True
SUP000499,Supplier 000499,DE,Munich,30,DE100000499,True
SUP000500,Supplier 000500,CZ,Brno,60,CZ100000500,True
SUP000501,Supplier 000501,CZ,Brno,30,CZ100000501,True
SUP000502,Supplier 000502,CZ,Prague,14,CZ100000502,True
SUP000503,Supplier 000503,DE,Berlin,30,DE100000503,True
SUP000504,Supplier 000504,CZ,Ostrava,30,CZ100000504,True
SUP000505,Supplier 000505,CZ,Brno,30,CZ100000505,True
SUP000506,Supplier 000506,SK,Bratislava,30,SK100000506,True
SUP000507,Supplier 000507,DE,Berlin,30,DE100000507,True
SUP000508,Supplier 000508,CZ,Prague,45,CZ100000508,True
SUP000509,Supplier 000509,CZ,Ostrava,30,CZ100000509,True
SUP000510,Supplier 000510,DE,Munich,30,DE100000510,True
SUP000511,Supplier 000511,CZ,Brno,14,CZ100000511,True
SUP000512,Supplier 000512,CZ,Ostrava,14,CZ100000512,True
SUP000513,Supplier 000513,DE,Berlin,30,DE100000513,True
SUP000514,Supplier 000514,DE,Berlin,14,DE100000514,True
SUP000515,Supplier 000515,CZ,Ostrava,45,CZ100000515,True
SUP000516,Supplier 000516,CZ,Prague,30,CZ100000516,True
SUP000517,Supplier 000517,AT,Vienna,14,AT100000517,True
SUP000518,Supplier 000518,CZ,Brno,60,CZ100000518,True
SUP000519,Supplier 000519,PL,Warsaw,45,PL100000519,True
SUP000520,Supplier 000520,CZ,Brno,60,CZ100000520,True
SUP000521,Supplier 000521,SK,Bratislava,14,SK100000521,True
SUP000522,Supplier 000522,DE,Munich,60,DE100000522,True
SUP000523,Supplier 000523,CZ,Prague,14,CZ100000523,True
SUP000524,Supplier 000524,PL,Warsaw,60,PL100000524,True
SUP000525,Supplier 000525,AT,Vienna,14,AT100000525,True
SUP000526,Supplier 000526,PL,Warsaw,60,PL100000526,True
SUP000527,Supplier 000527,CZ,Brno,14,CZ100000527,True
SUP000528,Supplier 000528,DE,Berlin,30,DE100000528,True
SUP000529,Supplier 000529,CZ,Brno,30,CZ100000529,True
SUP000530,Supplier 000530,DE,Munich,45,DE100000530,True
SUP000531,Supplier 000531,AT,Vienna,45,AT100000531,True
SUP000532,Supplier 000532,PL,Warsaw,60,PL100000532,True
SUP000533,Supplier 000533,CZ,Brno,14,CZ100000533,True
SUP000534,Supplier 000534,SK,Bratislava,60,SK100000534,True
SUP000535,Supplier 000535,PL,Warsaw,30,PL100000535,True
SUP000536,Supplier 000536,AT,Vienna,45,AT100000536,True
SUP000537,Supplier 000537,PL,Warsaw,60,PL100000537,True
SUP000538,Supplier 000538,AT,Vienna,14,AT100000538,True
SUP000539,Supplier 000539,DE,Berlin,60,DE100000539,True
SUP000540,Supplier 000540,DE,Berlin,45,DE100000540,True
SUP000541,Supplier 000541,DE,Berlin,30,DE100000541,True
SUP000542,Supplier 000542,PL,Warsaw,14,PL100000542,True
SUP000543,Supplier 000543,CZ,Brno,14,CZ100000543,True
SUP000544,Supplier 000544,CZ,Brno,60,CZ100000544,True
SUP000545,Supplier 000545,CZ,Brno,45,CZ100000545,True
SUP000546,Supplier 000546,CZ,Ostrava,14,CZ100000546,True
SUP000547,Supplier 000547,DE,Berlin,14,DE100000547,True
SUP000548,Supplier 000548,AT,Vienna,45,AT100000548,True
SUP000549,Supplier 000549,AT,Vienna,14,AT100000549,True
SUP000550,Supplier 000550,DE,Munich,45,DE100000550,True
SUP000551,Supplier 000551,DE,Berlin,14,DE100000551,True
SUP000552,Supplier 000552,SK,Bratislava,30,SK100000552,True
SUP000553,Supplier 000553,PL,Warsaw,30,PL100000553,True
SUP000554,Supplier 000554,CZ,Brno,45,CZ100000554,True
SUP000555,Supplier 000555,DE,Berlin,14,DE100000555,True
SUP000556,Supplier 000556,DE,Munich,30,DE100000556,True
SUP000557,Supplier 000557,AT,Vienna,14,AT100000557,True
SUP000558,Supplier 000558,DE,Munich,14,DE100000558,True
SUP000559,Supplier 000559,CZ,Ostrava,45,CZ100000559,True
SUP000560,Supplier 000560,DE,Munich,45,DE100000560,True
SUP000561,Supplier 000561,DE,Berlin,14,DE100000561,True
SUP000562,Supplier 000562,CZ,Ostrava,30,CZ100000562,True
SUP000563,Supplier 000563,AT,Vienna,14,AT100000563,True
SUP000564,Supplier 000564,CZ,Ostrava,14,CZ100000564,True
SUP000565,Supplier 000565,CZ,Brno,30,CZ100000565,True
SUP000566,Supplier 000566,AT,Vienna,60,AT100000566,True
SUP000567,Supplier 000567,PL,Warsaw,45,PL100000567,True
SUP000568,Supplier 000568,CZ,Ostrava,45,CZ100000568,True
SUP000569,Supplier 000569,DE,Munich,45,DE100000569,True
SUP000570,Supplier 000570,CZ,Brno,14,CZ100000570,True
SUP000571,Supplier 000571,CZ,Ostrava,30,CZ100000571,True
SUP000572,Supplier 000572,CZ,Prague,14,CZ100000572,True
SUP000573,Supplier 000573,DE,Munich,60,DE100000573,True
SUP000574,Supplier 000574,AT,Vienna,60,AT100000574,True
SUP000575,Supplier 000575,PL,Warsaw,60,PL100000575,True
SUP000576,Supplier 000576,DE,Munich,30,DE100000576,True
SUP000577,Supplier 000577,CZ,Brno,45,CZ100000577,True
SUP000578,Supplier 000578,AT,Vienna,14,AT100000578,True
SUP000579,Supplier 000579,DE,Munich,60,DE100000579,True
SUP000580,Supplier 000580,DE,Munich,14,DE100000580,True
SUP000581,Supplier 000581,SK,Bratislava,60,SK100000581,True
SUP000582,Supplier 000582,CZ,Prague,14,CZ100000582,True
SUP000583,Supplier 000583,SK,Bratislava,45,SK100000583,True
SUP000584,Supplier 000584,SK,Bratislava,30,SK100000584,True
SUP000585,Supplier 000585,DE,Munich,45,DE100000585,True
SUP000586,Supplier 000586,DE,Berlin,14,DE100000586,True
SUP000587,Supplier 000587,CZ,Prague,60,CZ100000587,True
SUP000588,Supplier 000588,AT,Vienna,30,AT100000588,True
SUP000589,Supplier 000589,CZ,Ostrava,60,CZ100000589,True
SUP000590,Supplier 000590,SK,Bratislava,45,SK100000590,True
SUP000591,Supplier 000591,CZ,Brno,60,CZ100000591,True
SUP000592,Supplier 000592,CZ,Prague,60,CZ100000592,True
SUP000593,Supplier 000593,CZ,Prague,60,CZ100000593,True
SUP000594,Supplier 000594,CZ,Brno,45,CZ100000594,True
SUP000595,Supplier 000595,AT,Vienna,60,AT100000595,True
SUP000596,Supplier 000596,AT,Vienna,45,AT100000596,True
SUP000597,Supplier 000597,CZ,Brno,60,CZ100000597,True
SUP000598,Supplier 000598,CZ,Prague,45,CZ100000598,True
SUP000599,Supplier 000599,CZ,Ostrava,60,CZ100000599,True
SUP000600,Supplier 000600,DE,Berlin,14,DE100000600,True
SUP000601,Supplier 000601,AT,Vienna,14,AT100000601,True
SUP000602,Supplier 000602,SK,Bratislava,60,SK100000602,True
SUP000603,Supplier 000603,AT,Vienna,14,AT100000603,True
SUP000604,Supplier 000604,AT,Vienna,45,AT100000604,True
SUP000605,Supplier 000605,DE,Berlin,30,DE100000605,True
SUP000606,Supplier 000606,DE,Berlin,30,DE100000606,True
SUP000607,Supplier 000607,CZ,Brno,14,CZ100000607,True
SUP000608,Supplier 000608,SK,Bratislava,45,SK100000608,True
SUP000609,Supplier 000609,DE,Berlin,30,DE100000609,True
SUP000610,Supplier 000610,SK,Bratislava,14,SK100000610,True
SUP000611,Supplier 000611,CZ,Ostrava,45,CZ100000611,True
SUP000612,Supplier 000612,SK,Bratislava,30,SK100000612,True
SUP000613,Supplier 000613,CZ,Ostrava,14,CZ100000613,True
SUP000614,Supplier 000614,CZ,Ostrava,60,CZ100000614,True
SUP000615,Supplier 000615,PL,Warsaw,60,PL100000615,True
SUP000616,Supplier 000616,DE,Berlin,45,DE100000616,True
SUP000617,Supplier 000617,CZ,Ostrava,60,CZ100000617,True
SUP000618,Supplier 000618,CZ,Brno,60,CZ100000618,True
SUP000619,Supplier 000619,PL,Warsaw,45,PL100000619,True
SUP000620,Supplier 000620,DE,Munich,14,DE100000620,True
SUP000621,Supplier 000621,DE,Berlin,14,DE100000621,True
SUP000622,Supplier 000622,DE,Munich,60,DE100000622,True
SUP000623,Supplier 000623,PL,Warsaw,14,PL100000623,True
SUP000624,Supplier 000624,CZ,Prague,45,CZ100000624,True
SUP000625,Supplier 000625,DE,Munich,14,DE100000625,True
SUP000626,Supplier 000626,CZ,Brno,60,CZ100000626,True
SUP000627,Supplier 000627,PL,Warsaw,14,PL100000627,True
SUP000628,Supplier 000628,PL,Warsaw,30,PL100000628,True
SUP000629,Supplier 000629,DE,Berlin,60,DE100000629,True
SUP000630,Supplier 000630,CZ,Ostrava,14,CZ100000630,True
SUP000631,Supplier 000631,PL,Warsaw,14,PL100000631,True
SUP000632,Supplier 000632,DE,Berlin,14,DE100000632,True
SUP000633,Supplier 000633,CZ,Ostrava,14,CZ100000633,True
SUP000634,Supplier 000634,SK,Bratislava,60,SK100000634,True
SUP000635,Supplier 000635,PL,Warsaw,30,PL100000635,True
SUP000636,Supplier 000636,DE,Berlin,45,DE100000636,True
SUP000637,Supplier 000637,DE,Munich,60,DE100000637,True
SUP000638,Supplier 000638,AT,Vienna,45,AT100000638,True
SUP000639,Supplier 000639,CZ,Prague,45,CZ100000639,True
SUP000640,Supplier 000640,CZ,Brno,45,CZ100000640,True
SUP000641,Supplier 000641,CZ,Brno,60,CZ100000641,True
SUP000642,Supplier 000642,DE,Munich,45,DE100000642,True
SUP000643,Supplier 000643,CZ,Ostrava,45,CZ100000643,True
SUP000644,Supplier 000644,CZ,Brno,30,CZ100000644,True
SUP000645,Supplier 000645,DE,Berlin,45,DE100000645,True
SUP000646,Supplier 000646,AT,Vienna,30,AT100000646,True
SUP000647,Supplier 000647,CZ,Brno,45,CZ100000647,True
SUP000648,Supplier 000648,AT,Vienna,45,AT100000648,True
SUP000649,Supplier 000649,CZ,Ostrava,14,CZ100000649,True
SUP000650,Supplier 000650,AT,Vienna,45,AT100000650,True
SUP000651,Supplier 000651,CZ,Prague,45,CZ100000651,True
SUP000652,Supplier 000652,DE,Munich,30,DE100000652,True
SUP000653,Supplier 000653,SK,Bratislava,45,SK100000653,True
SUP000654,Supplier 000654,PL,Warsaw,30,PL100000654,True
SUP000655,Supplier 000655,SK,Bratislava,30,SK100000655,True
SUP000656,Supplier 000656,CZ,Ostrava,14,CZ100000656,True
SUP000657,Supplier 000657,DE,Munich,14,DE100000657,True
SUP000658,Supplier 000658,CZ,Prague,45,CZ100000658,True
SUP000659,Supplier 000659,CZ,Ostrava,60,CZ100000659,True
SUP000660,Supplier 000660,CZ,Ostrava,30,CZ100000660,True
SUP000661,Supplier 000661,CZ,Ostrava,30,CZ100000661,True
SUP000662,Supplier 000662,PL,Warsaw,14,PL100000662,True
SUP000663,Supplier 000663,AT,Vienna,45,AT100000663,True
SUP000664,Supplier 000664,SK,Bratislava,60,SK100000664,True
SUP000665,Supplier 000665,DE,Munich,60,DE100000665,True
SUP000666,Supplier 000666,SK,Bratislava,30,SK100000666,True
SUP000667,Supplier 000667,DE,Munich,60,DE100000667,True
SUP000668,Supplier 000668,SK,Bratislava,45,SK100000668,True
SUP000669,Supplier 000669,PL,Warsaw,60,PL100000669,True
SUP000670,Supplier 000670,DE,Munich,60,DE100000670,True
SUP000671,Supplier 000671,AT,Vienna,30,AT100000671,True
SUP000672,Supplier 000672,SK,Bratislava,30,SK100000672,True
SUP000673,Supplier 000673,DE,Munich,14,DE100000673,True
SUP000674,Supplier 000674,PL,Warsaw,45,PL100000674,True
SUP000675,Supplier 000675,CZ,Brno,14,CZ100000675,True
SUP000676,Supplier 000676,DE,Munich,14,DE100000676,True
SUP000677,Supplier 000677,CZ,Ostrava,45,CZ100000677,True
SUP000678,Supplier 000678,PL,Warsaw,30,PL100000678,True
SUP000679,Supplier 000679,AT,Vienna,14,AT100000679,True
SUP000680,Supplier 000680,SK,Bratislava,60,SK100000680,True
SUP000681,Supplier 000681,DE,Berlin,14,DE100000681,True
SUP000682,Supplier 000682,AT,Vienna,14,AT100000682,True
SUP000683,Supplier 000683,AT,Vienna,45,AT100000683,True
SUP000684,Supplier 000684,SK,Bratislava,60,SK100000684,True
SUP000685,Supplier 000685,CZ,Brno,45,CZ100000685,True
SUP000686,Supplier 000686,SK,Bratislava,14,SK100000686,True
SUP000687,Supplier 000687,DE,Berlin,14,DE100000687,True
SUP000688,Supplier 000688,DE,Berlin,30,DE100000688,True
SUP000689,Supplier 000689,CZ,Ostrava,14,CZ100000689,True
SUP000690,Supplier 000690,DE,Munich,60,DE100000690,True
SUP000691,Supplier 000691,CZ,Ostrava,60,CZ100000691,True
SUP000692,Supplier 000692,PL,Warsaw,14,PL100000692,True
SUP000693,Supplier 000693,CZ,Brno,14,CZ100000693,True
SUP000694,Supplier 000694,DE,Munich,30,DE100000694,True
SUP000695,Supplier 000695,CZ,Ostrava,60,CZ100000695,True
SUP000696,Supplier 000696,CZ,Brno,45,CZ100000696,True
SUP000697,Supplier 000697,SK,Bratislava,45,SK100000697,True
SUP000698,Supplier 000698,CZ,Brno,14,CZ100000698,True
SUP000699,Supplier 000699,SK,Bratislava,60,SK100000699,True
SUP000700,Supplier 000700,PL,Warsaw,14,PL100000700,True
SUP000701,Supplier 000701,CZ,Brno,60,CZ100000701,True
SUP000702,Supplier 000702,CZ,Prague,30,CZ100000702,True
SUP000703,Supplier 000703,CZ,Ostrava,45,CZ100000703,True
SUP000704,Supplier 000704,AT,Vienna,14,AT100000704,True
SUP000705,Supplier 000705,DE,Berlin,30,DE100000705,True
SUP000706,Supplier 000706,AT,Vienna,30,AT100000706,True
SUP000707,Supplier 000707,CZ,Brno,45,CZ100000707,True
SUP000708,Supplier 000708,CZ,Brno,14,CZ100000708,True
SUP000709,Supplier 000709,AT,Vienna,60,AT100000709,True
SUP000710,Supplier 000710,CZ,Prague,60,CZ100000710,True
SUP000711,Supplier 000711,DE,Berlin,45,DE100000711,True
SUP000712,Supplier 000712,CZ,Prague,45,CZ100000712,True
SUP000713,Supplier 000713,CZ,Brno,45,CZ100000713,True
SUP000714,Supplier 000714,SK,Bratislava,14,SK100000714,True
SUP000715,Supplier 000715,DE,Berlin,30,DE100000715,True
SUP000716,Supplier 000716,CZ,Prague,45,CZ100000716,True
SUP000717,Supplier 000717,DE,Berlin,30,DE100000717,True
SUP000718,Supplier 000718,PL,Warsaw,60,PL100000718,True
SUP000719,Supplier 000719,CZ,Ostrava,30,CZ100000719,True
SUP000720,Supplier 000720,CZ,Brno,60,CZ100000720,True
SUP000721,Supplier 000721,CZ,Prague,45,CZ100000721,True
SUP000722,Supplier 000722,SK,Bratislava,14,SK100000722,True
SUP000723,Supplier 000723,SK,Bratislava,14,SK100000723,True
SUP000724,Supplier 000724,DE,Berlin,45,DE100000724,True
SUP000725,Supplier 000725,AT,Vienna,60,AT100000725,True
SUP000726,Supplier 000726,DE,Munich,14,DE100000726,True
SUP000727,Supplier 000727,SK,Bratislava,45,SK100000727,True
SUP000728,Supplier 000728,DE,Berlin,14,DE100000728,True
SUP000729,Supplier 000729,DE,Berlin,45,DE100000729,True
SUP000730,Supplier 000730,CZ,Brno,45,CZ100000730,True
SUP000731,Supplier 000731,AT,Vienna,60,AT100000731,True
SUP000732,Supplier 000732,PL,Warsaw,60,PL100000732,True
SUP000733,Supplier 000733,DE,Berlin,30,DE100000733,True
SUP000734,Supplier 000734,PL,Warsaw,60,PL100000734,True
SUP000735,Supplier 000735,DE,Berlin,45,DE100000735,True
SUP000736,Supplier 000736,CZ,Brno,60,CZ100000736,True
SUP000737,Supplier 000737,CZ,Brno,60,CZ100000737,True
SUP000738,Supplier 000738,CZ,Ostrava,45,CZ100000738,True
SUP000739,Supplier 000739,DE,Berlin,14,DE100000739,True
SUP000740,Supplier 000740,CZ,Brno,45,CZ100000740,True
SUP000741,Supplier 000741,DE,Munich,45,DE100000741,True
SUP000742,Supplier 000742,PL,Warsaw,60,PL100000742,True
SUP000743,Supplier 000743,CZ,Ostrava,60,CZ100000743,True
SUP000744,Supplier 000744,DE,Berlin,60,DE100000744,True
SUP000745,Supplier 000745,CZ,Prague,45,CZ100000745,True
SUP000746,Supplier 000746,AT,Vienna,45,AT100000746,True
SUP000747,Supplier 000747,CZ,Prague,14,CZ100000747,True
SUP000748,Supplier 000748,AT,Vienna,45,AT100000748,True
SUP000749,Supplier 000749,CZ,Ostrava,14,CZ100000749,True
SUP000750,Supplier 000750,CZ,Ostrava,60,CZ100000750,True
SUP000751,Supplier 000751,CZ,Prague,30,CZ100000751,True
SUP000752,Supplier 000752,CZ,Brno,30,CZ100000752,True
SUP000753,Supplier 000753,DE,Berlin,45,DE100000753,True
SUP000754,Supplier 000754,AT,Vienna,14,AT100000754,True
SUP000755,Supplier 000755,CZ,Ostrava,60,CZ100000755,True
SUP000756,Supplier 000756,DE,Berlin,45,DE100000756,True
SUP000757,Supplier 000757,PL,Warsaw,14,PL100000757,True
SUP000758,Supplier 000758,CZ,Ostrava,45,CZ100000758,True
SUP000759,Supplier 000759,AT,Vienna,45,AT100000759,True
SUP000760,Supplier 000760,DE,Munich,30,DE100000760,True
SUP000761,Supplier 000761,CZ,Brno,14,CZ100000761,True
SUP000762,Supplier 000762,CZ,Ostrava,60,CZ100000762,True
SUP000763,Supplier 000763,AT,Vienna,14,AT100000763,True
SUP000764,Supplier 000764,DE,Munich,45,DE100000764,True
SUP000765,Supplier 000765,PL,Warsaw,30,PL100000765,True
SUP000766,Supplier 000766,DE,Munich,60,DE100000766,True
SUP000767,Supplier 000767,SK,Bratislava,14,SK100000767,True
SUP000768,Supplier 000768,CZ,Ostrava,14,CZ100000768,True
SUP000769,Supplier 000769,PL,Warsaw,30,PL100000769,True
SUP000770,Supplier 000770,PL,Warsaw,14,PL100000770,True
SUP000771,Supplier 000771,DE,Berlin,45,DE100000771,True
SUP000772,Supplier 000772,CZ,Brno,45,CZ100000772,True
SUP000773,Supplier 000773,DE,Munich,30,DE100000773,True
SUP000774,Supplier 000774,CZ,Ostrava,45,CZ100000774,True
SUP000775,Supplier 000775,SK,Bratislava,14,SK100000775,True
SUP000776,Supplier 000776,SK,Bratislava,30,SK100000776,True
SUP000777,Supplier 000777,SK,Bratislava,60,SK100000777,True
SUP000778,Supplier 000778,CZ,Prague,45,CZ100000778,True
SUP000779,Supplier 000779,DE,Berlin,60,DE100000779,True
SUP000780,Supplier 000780,CZ,Ostrava,14,CZ100000780,True
SUP000781,Supplier 000781,CZ,Brno,45,CZ100000781,True
SUP000782,Supplier 000782,AT,Vienna,60,AT100000782,True
SUP000783,Supplier 000783,AT,Vienna,60,AT100000783,True
SUP000784,Supplier 000784,CZ,Brno,30,CZ100000784,True
SUP000785,Supplier 000785,DE,Berlin,14,DE100000785,True
SUP000786,Supplier 000786,PL,Warsaw,60,PL100000786,True
SUP000787,Supplier 000787,DE,Berlin,30,DE100000787,True
SUP000788,Supplier 000788,CZ,Ostrava,30,CZ100000788,True
SUP000789,Supplier 000789,AT,Vienna,14,AT100000789,True
SUP000790,Supplier 000790,CZ,Brno,30,CZ100000790,True
SUP000791,Supplier 000791,DE,Munich,30,DE100000791,True
SUP000792,Supplier 000792,CZ,Ostrava,45,CZ100000792,True
SUP000793,Supplier 000793,SK,Bratislava,45,SK100000793,True
SUP000794,Supplier 000794,DE,Munich,14,DE100000794,True
SUP000795,Supplier 000795,DE,Munich,30,DE100000795,True
SUP000796,Supplier 000796,DE,Munich,30,DE100000796,True
SUP000797,Supplier 000797,DE,Munich,14,DE100000797,True
SUP000798,Supplier 000798,CZ,Ostrava,30,CZ100000798,True
